Colonne1;T0 vs T6L S;T0 vs T6L R;T0 vs T6D S;T0 vs T6D R;T6L vs T6D S;T6L vs T6D R
RC2G0178700;0;0;0;0;0;0
RC2G0178800;0;0;0;0;0;0
RC2G0178900;0;0;0;0;0;0
RC2G0179000;0;0;0;0;0;0
RC2G0179100;1;0;0;0;0;0
RC2G0179200;0;0;0;0;0;0
RC2G0179300;0;0;0;0;0;0
RC2G0179400;0;0;1;0;0;0
RC2G0179500;0;0;0;1;0;1
RC2G0179600;0;0;0;0;0;0
RC2G0179700;0;0;0;0;0;0
RC2G0179800;0;0;0;0;0;0
RC2G0179900;0;0;0;0;0;0
RC2G0180000;0;0;0;0;0;0
RC2G0180100;0;0;0;0;0;0
RC2G0180200;0;0;0;0;0;0
RC2G0180300;0;0;0;0;0;0
RC2G0180400;0;0;0;0;0;0
RC2G0180500;0;0;0;0;0;0
RC2G0180600;0;0;0;0;0;0
RC2G0180700;0;0;0;0;0;0
RC2G0180800;0;0;0;0;0;0
RC2G0180900;0;0;0;0;0;0
RC2G0181000;0;0;0;0;0;0
RC2G0181100;1;0;0;0;0;0
RC2G0181200;0;0;0;0;0;0
RC2G0181300;0;0;0;0;0;0
RC2G0181400;0;0;0;0;0;0
RC2G0181500;0;0;0;0;0;0
RC2G0181600;0;0;0;0;0;0
RC2G0181700;0;0;0;0;0;0
RC2G0181800;0;0;0;0;0;0
RC2G0181900;0;0;0;0;0;0
RC2G0182000;0;0;0;0;0;0
RC2G0182100;0;0;0;0;0;0
RC2G0182200;0;0;0;0;0;0
RC2G0182300;0;0;0;1;0;0
RC2G0182400;0;0;0;0;0;0
RC2G0182500;0;0;0;0;0;0
RC2G0182600;0;0;0;0;0;0
RC2G0182700;0;0;0;0;0;0
RC2G0182800;0;0;0;0;0;0
RC2G0182900;0;0;0;0;0;0
RC2G0183000;0;0;0;0;0;0
RC2G0183100;0;0;0;0;0;0
RC2G0183200;0;0;0;0;0;0
RC2G0183300;0;0;0;0;0;0
RC2G0183400;0;0;0;0;0;0
RC2G0183500;0;0;0;0;0;0
RC2G0183600;0;0;0;0;0;0
RC2G0183700;0;0;0;0;0;0
RC2G0183800;0;0;0;0;0;0
RC2G0183900;0;0;0;0;0;0
RC2G0184000;0;0;0;0;0;0
RC2G0184100;0;0;0;0;0;0
RC2G0184200;0;0;0;0;0;0
RC2G0184300;0;0;0;0;0;0
RC2G0184400;0;0;0;0;0;0
RC2G0184500;1;0;0;0;0;1
RC2G0184600;0;0;0;0;0;0
RC2G0184700;0;0;0;0;0;0
RC2G0184800;0;0;0;0;0;0
RC2G0184900;0;0;0;0;0;0
RC2G0185000;0;0;0;0;0;0
RC2G0185100;0;0;0;0;0;0
RC2G0185200;0;0;0;0;0;0
RC2G0185300;0;0;0;0;0;0
RC2G0185400;0;0;0;0;0;0
RC2G0185500;0;1;0;1;0;0
RC2G0185600;0;0;0;0;0;0
RC2G0185700;0;1;0;1;0;0
RC2G0185800;0;0;0;0;0;0
RC2G0185900;0;0;0;0;0;0
RC2G0186000;0;0;0;0;0;0
RC2G0186100;0;0;0;0;1;0
RC2G0186200;0;0;0;1;0;0
RC2G0186300;0;0;0;0;0;0
RC2G0186400;0;0;0;0;0;0
RC2G0186500;0;0;0;0;0;0
RC2G0186600;0;1;0;0;0;0
RC2G0186700;0;0;0;0;0;0
RC2G0186800;0;0;0;0;0;0
RC2G0186900;0;0;0;0;0;0
RC2G0187000;0;0;0;0;0;0
RC2G0187100;0;0;0;0;0;0
RC2G0187200;1;0;1;0;0;0
RC2G0187300;0;0;0;0;0;0
RC2G0187400;0;0;0;1;0;0
RC2G0187500;0;0;0;0;0;0
RC2G0187600;0;0;0;0;0;0
RC2G0187700;0;0;0;0;0;0
RC2G0187800;0;0;0;0;0;0
RC2G0187900;0;0;0;0;0;0
RC2G0188000;0;0;0;0;0;0
RC2G0188100;0;0;0;0;0;0
RC2G0188200;0;0;1;0;0;0
RC2G0188300;0;0;0;0;0;0
RC2G0188400;0;0;0;0;0;0
RC2G0188500;0;0;0;0;0;0
RC2G0188600;0;0;0;0;0;0
RC2G0188700;0;0;0;0;0;0
RC2G0188800;0;0;0;0;0;0
RC2G0188900;0;0;0;0;0;0
RC2G0189000;0;0;0;0;0;0
RC2G0189100;0;0;0;0;0;0
RC2G0189200;0;0;0;0;0;0
RC2G0189300;0;0;0;0;0;0
RC2G0189400;0;0;0;0;0;0
RC2G0189500;0;0;0;0;0;0
RC2G0189600;0;0;0;0;0;0
RC2G0189700;0;0;0;0;0;0
RC2G0189800;0;0;0;0;0;0
RC2G0189900;0;0;0;0;0;0
RC2G0190000;0;0;0;0;0;0
RC2G0190100;0;0;0;0;0;0
RC2G0190200;0;0;0;0;0;0
RC2G0190300;0;0;0;0;0;0
RC2G0190400;0;0;0;0;1;0
RC2G0190500;0;0;0;0;0;0
RC2G0190600;0;0;0;0;0;0
RC2G0190700;0;0;0;0;0;0
RC2G0190800;0;0;0;0;0;0
RC2G0190900;0;0;0;0;0;0
RC2G0191000;0;0;0;0;0;0
RC2G0191100;0;0;0;0;0;0
RC2G0191200;0;0;0;0;0;0
RC2G0191300;0;0;0;0;0;0
RC2G0191400;0;0;0;0;0;0
RC2G0191500;0;0;0;0;0;0
RC2G0191600;0;0;0;0;0;0
RC2G0191700;0;0;0;0;0;0
RC2G0191800;0;0;0;0;0;0
RC2G0191900;0;0;0;0;0;0
RC2G0192000;0;0;1;0;0;0
RC2G0192100;0;0;1;0;0;0
RC2G0192200;0;0;0;0;0;0
RC2G0192300;0;0;0;0;0;0
RC2G0192400;0;0;0;0;0;0
RC2G0192500;0;0;0;1;0;0
RC2G0192600;0;1;0;1;0;1
RC2G0192700;0;0;0;0;0;0
RC2G0192800;0;0;0;0;0;0
RC2G0192900;0;0;0;0;0;0
RC2G0193000;0;1;0;1;0;0
RC2G0193100;0;0;0;1;0;0
RC2G0193200;0;0;0;0;0;0
RC2G0193300;0;0;0;0;0;0
RC2G0193400;0;0;0;0;0;0
RC2G0193500;0;0;0;0;0;0
RC2G0193600;0;0;0;0;0;0
RC2G0193700;0;0;0;0;0;0
RC2G0193800;0;0;0;0;0;0
RC2G0193900;1;0;1;0;0;0
RC2G0194000;0;0;0;0;0;0
RC2G0194100;0;0;0;0;0;0
RC2G0194200;0;0;0;0;0;0
RC2G0194300;0;0;0;0;0;0
RC2G0194400;0;0;0;0;0;0
RC2G0194500;0;0;0;0;0;0
RC2G0194600;0;0;1;0;0;0
RC2G0194700;0;0;0;0;0;0
RC2G0194800;0;0;0;0;0;0
RC2G0194900;0;1;0;1;0;0
RC2G0195000;0;0;1;0;0;0
RC2G0195100;0;0;0;0;0;0
RC2G0195200;0;0;0;0;0;0
RC2G0195300;0;0;1;0;0;0
RC2G0195400;0;0;0;0;0;0
RC2G0195500;0;0;0;0;0;0
RC2G0195600;0;0;0;0;0;0
RC2G0195700;0;0;0;0;0;0
RC2G0195800;0;0;0;1;0;0
RC2G0195900;0;0;0;0;0;0
RC2G0196000;0;0;0;0;0;0
RC2G0196100;0;0;0;0;0;0
RC2G0196200;0;1;0;1;0;0
RC2G0196300;0;0;0;0;0;0
RC2G0196400;0;0;0;0;0;0
RC2G0196500;0;0;0;0;0;0
RC2G0196600;0;0;0;0;0;0
RC2G0196700;1;0;1;0;0;0
RC2G0196800;0;0;0;0;0;0
RC2G0196900;0;0;0;0;0;0
RC2G0197000;0;0;0;0;0;0
RC2G0197100;0;0;1;0;0;0
RC2G0197200;0;0;0;0;0;0
RC2G0197300;0;0;0;0;0;0
RC2G0197400;0;0;0;0;0;0
RC2G0197500;0;0;0;0;0;0
RC2G0197600;0;0;0;0;0;0
RC2G0197700;1;0;0;0;0;0
RC2G0197800;0;0;0;0;0;0
RC2G0197900;0;0;0;0;0;0
RC2G0198000;0;0;0;0;0;0
RC2G0198100;0;0;0;0;0;0
RC2G0198200;0;0;0;0;0;0
RC2G0198300;1;0;1;0;0;0
RC2G0198400;0;0;0;0;0;0
RC2G0198500;0;0;0;0;0;0
RC2G0198600;0;0;0;0;0;0
RC2G0198700;0;0;0;0;0;0
RC2G0198800;0;0;0;0;0;0
RC2G0198900;0;0;0;0;0;0
RC2G0199000;0;0;0;0;0;0
RC2G0199100;0;1;0;1;0;0
RC2G0199200;0;1;0;1;0;0
RC2G0199300;0;0;0;0;0;0
RC2G0199400;0;0;0;0;0;0
RC2G0199500;0;0;0;0;0;0
RC2G0199600;0;0;0;0;0;0
RC2G0199700;0;0;0;0;0;0
RC2G0199800;0;0;1;0;0;0
RC2G0199900;0;0;0;0;0;0
RC2G0200000;0;0;0;0;0;0
RC2G0200100;0;0;0;0;0;0
RC2G0200200;0;0;0;0;0;0
RC2G0200300;0;0;0;1;0;0
RC2G0200400;0;0;0;0;0;0
RC2G0200500;0;0;0;0;0;0
RC2G0200600;0;0;0;0;0;0
RC2G0200700;0;0;0;0;0;0
RC2G0200800;0;0;0;0;0;0
RC2G0200900;0;0;0;0;0;0
RC2G0201000;0;0;0;0;0;0
RC2G0201100;0;0;0;0;0;0
RC2G0201200;0;0;0;0;0;0
RC2G0201300;0;0;0;0;0;0
RC2G0201400;0;0;0;0;0;0
RC2G0201500;0;0;0;0;0;0
RC2G0201600;0;0;0;0;0;0
RC2G0201700;0;0;1;0;0;0
RC2G0201800;0;0;1;0;0;0
RC2G0201900;0;0;0;0;0;0
RC2G0202000;0;0;0;0;0;0
RC2G0202100;0;0;0;0;0;0
RC2G0202200;0;0;0;0;0;0
RC2G0202300;0;0;0;0;0;0
RC2G0202400;0;0;0;0;0;0
RC2G0202500;0;0;0;0;0;0
RC2G0202600;0;0;0;0;0;0
RC2G0202700;0;0;0;0;0;0
RC2G0202800;0;0;0;0;0;0
RC2G0202900;0;0;0;0;0;0
RC2G0203000;0;0;0;0;0;0
RC2G0203100;0;0;0;0;0;0
RC2G0203200;0;0;0;0;0;0
RC2G0203300;0;1;0;1;0;0
RC2G0203400;0;0;0;0;0;0
RC2G0203500;0;0;0;0;0;0
RC2G0203600;0;1;0;0;0;0
RC2G0203700;0;1;0;0;0;0
RC2G0203800;0;0;0;0;0;0
RC2G0203900;0;0;0;0;0;0
RC2G0204000;0;0;0;0;0;0
RC2G0204100;0;0;0;0;1;0
RC2G0204200;0;0;0;0;0;0
RC2G0204300;0;0;1;0;1;0
RC2G0204400;0;0;0;0;0;0
RC2G0204500;0;0;0;0;0;0
RC2G0204600;0;0;0;0;0;0
RC2G0204700;0;0;0;0;0;0
RC2G0204800;0;0;0;0;0;0
RC2G0204900;0;0;0;0;0;0
RC2G0205000;0;1;0;0;0;0
RC2G0205100;0;0;0;0;0;0
RC2G0205200;0;0;0;0;0;0
RC2G0205300;0;0;0;0;0;0
RC2G0205400;0;1;0;0;1;0
RC2G0205500;0;0;0;0;0;0
RC2G0205600;0;0;0;0;0;0
RC2G0205700;0;0;0;0;0;0
RC2G0205800;0;0;0;0;0;0
RC2G0205900;0;0;0;0;0;0
RC2G0206000;0;0;0;0;0;0
RC2G0206100;0;0;0;0;0;0
RC2G0206200;0;0;0;0;0;0
RC2G0206300;0;0;1;0;0;0
RC2G0206400;0;0;0;1;0;0
RC2G0206500;0;0;0;0;0;0
RC2G0206600;0;0;0;0;0;0
RC2G0206700;0;0;0;0;0;0
RC2G0206800;0;0;0;0;0;0
RC2G0206900;0;1;0;0;0;0
RC2G0207000;0;0;0;0;0;0
RC2G0207100;0;0;0;0;0;0
RC2G0207200;0;1;0;1;0;0
RC2G0207300;0;1;0;1;0;0
RC2G0207400;0;0;0;0;0;0
RC2G0207500;0;1;0;1;0;0
RC2G0207600;0;1;0;1;0;0
RC2G0207700;0;0;0;0;0;0
RC2G0207800;0;1;0;1;0;1
RC2G0207900;0;0;0;0;0;0
RC2G0208000;0;1;0;1;0;0
RC2G0208100;0;0;0;0;0;0
RC2G0208200;0;0;1;0;0;0
RC2G0208300;0;0;0;0;0;0
RC2G0208400;0;0;0;0;0;0
RC2G0208500;0;0;0;0;0;0
RC2G0208600;0;0;0;0;0;0
RC2G0208700;0;0;0;0;0;0
RC2G0208800;0;0;0;0;0;0
RC2G0208900;0;0;0;0;0;0
RC2G0209000;0;0;1;0;0;0
RC2G0209100;0;1;0;0;1;0
RC2G0209200;0;0;0;0;0;0
RC2G0209300;0;0;0;0;0;0
RC2G0209400;0;0;0;0;0;0
RC2G0209500;0;0;0;0;0;0
RC2G0209600;0;0;0;0;0;0
RC2G0209700;0;0;0;0;0;0
RC2G0209800;0;0;0;0;0;0
RC2G0209900;0;0;1;0;0;0
RC2G0210000;0;0;0;0;0;0
RC2G0210100;0;0;0;0;0;0
RC2G0210200;0;0;0;0;0;0
RC2G0210300;0;0;0;0;1;0
RC2G0210400;1;0;1;0;0;0
RC2G0210500;0;0;1;0;0;0
RC2G0210600;0;0;1;0;0;0
RC2G0210700;0;0;0;0;0;0
RC2G0210800;0;0;0;0;0;0
RC2G0210900;0;0;0;0;0;0
RC2G0211000;0;0;0;0;0;0
RC2G0211100;0;0;0;0;1;0
RC2G0211200;0;0;0;0;0;0
RC2G0211300;0;0;0;0;0;0
RC2G0211400;0;0;0;0;0;0
RC2G0211500;0;0;0;0;0;0
RC2G0211600;0;0;0;0;0;0
RC2G0211700;0;0;0;0;0;0
RC2G0211800;0;0;0;0;0;0
RC2G0211900;0;0;0;0;0;0
RC2G0212000;0;0;0;0;0;0
RC2G0212100;0;0;0;0;0;0
RC2G0212200;0;0;1;0;0;0
RC2G0212300;0;0;0;0;0;0
RC2G0212400;0;0;0;0;0;0
RC2G0212500;0;0;0;0;0;0
RC2G0212600;0;0;0;0;0;0
RC2G0212700;0;0;0;0;0;0
RC2G0212800;0;0;0;0;0;0
RC2G0212900;0;0;0;0;0;0
RC2G0213000;0;0;0;0;0;0
RC2G0213100;0;0;0;0;0;0
RC2G0213200;0;0;0;0;0;0
RC2G0213300;0;0;0;0;0;0
RC2G0213400;0;0;0;0;0;0
RC2G0213500;0;1;0;1;0;0
RC2G0213600;0;0;0;0;0;0
RC2G0213700;0;0;0;1;0;1
RC2G0213800;0;0;0;0;0;0
RC2G0213900;0;0;0;0;0;0
RC2G0214000;0;0;0;0;0;0
RC2G0214100;0;0;0;0;0;0
RC2G0214200;0;0;0;0;0;0
RC2G0214300;0;0;0;0;0;0
RC2G0214400;0;0;0;0;0;0
RC2G0214500;0;0;0;0;0;0
RC2G0214600;0;0;0;1;0;0
RC2G0214700;0;0;0;1;0;1
RC2G0214800;0;0;0;0;0;0
RC2G0214900;0;0;0;0;0;0
RC2G0215000;0;0;0;0;0;0
RC2G0215100;0;0;0;0;0;0
RC2G0215200;0;0;0;0;0;0
RC2G0215300;0;0;0;0;0;0
RC2G0215400;0;0;0;0;0;0
RC2G0215500;0;0;0;0;0;0
RC2G0215600;0;0;0;0;0;0
RC2G0215700;0;0;0;0;0;0
RC2G0215800;0;0;0;0;0;0
RC2G0215900;0;0;0;0;0;0
RC2G0216000;0;0;0;0;0;0
RC2G0216100;0;0;0;0;0;0
RC2G0216200;0;0;0;0;0;0
RC2G0216300;0;0;0;0;0;0
RC2G0216400;0;0;0;0;0;0
RC2G0216500;0;0;0;0;0;0
RC2G0216600;0;0;0;0;0;0
RC2G0216700;0;0;0;0;0;0
RC2G0216800;0;0;0;0;0;0
RC2G0216900;0;0;0;0;0;0
RC2G0217000;0;0;0;0;0;0
RC2G0217100;1;0;0;0;0;0
RC2G0217200;0;0;0;0;0;0
RC2G0217300;0;0;0;0;0;0
RC2G0217400;0;0;0;1;0;1
RC2G0217500;0;0;0;0;0;0
RC2G0217600;0;0;0;0;0;0
RC2G0217700;0;0;0;0;0;0
RC2G0217800;0;0;0;0;0;0
RC2G0217900;0;0;0;0;0;0
RC2G0218000;0;0;0;0;0;0
RC2G0218100;0;0;0;0;0;0
RC2G0218200;0;0;0;0;0;0
RC2G0218300;0;0;0;0;0;0
RC2G0218400;1;0;0;0;0;0
RC2G0218500;0;0;0;0;0;0
RC2G0218600;0;1;0;1;0;0
RC2G0218700;0;0;0;0;0;0
RC2G0218800;0;0;0;0;0;0
RC2G0218900;0;0;0;0;0;0
RC2G0219000;0;0;0;0;0;0
RC2G0219100;0;0;0;0;0;0
RC2G0219200;0;0;0;0;0;0
RC2G0219300;0;0;0;0;0;0
RC2G0219400;0;0;0;0;0;0
RC2G0219500;0;0;1;0;0;0
RC2G0219600;0;0;1;0;0;0
RC2G0219700;0;0;0;0;0;0
RC2G0219800;0;0;1;0;0;0
RC2G0219900;0;0;0;0;0;0
RC2G0220000;0;0;1;0;0;0
RC2G0220100;0;0;0;0;0;0
RC2G0220200;0;0;0;1;0;0
RC2G0220300;0;0;0;0;0;0
RC2G0220400;0;0;0;0;0;0
RC2G0220500;0;0;0;0;0;0
RC2G0220600;0;0;0;1;0;0
RC2G0220700;0;0;0;0;0;0
RC2G0220800;0;0;0;0;0;0
RC2G0220900;0;1;0;1;0;0
RC2G0221000;0;0;0;0;0;0
RC2G0221100;0;0;0;0;0;0
RC2G0221200;0;0;0;0;0;0
RC2G0221300;0;0;0;0;0;0
RC2G0221400;0;0;0;0;0;0
RC2G0221500;0;0;0;0;0;0
RC2G0221600;0;0;0;0;0;0
RC2G0221700;0;0;0;0;0;0
RC2G0221800;1;0;1;0;0;0
RC2G0221900;0;0;0;0;0;0
RC2G0222000;0;0;0;0;0;0
RC2G0222100;0;0;0;0;0;0
RC2G0222200;0;0;0;0;0;0
RC2G0222300;0;0;0;1;0;0
RC2G0222400;0;0;0;0;0;0
RC2G0222500;0;0;0;0;0;0
RC2G0222600;0;0;0;0;0;0
RC2G0222700;0;0;1;0;0;0
RC2G0222800;1;0;1;0;0;0
RC2G0222900;0;0;0;0;0;0
RC2G0223000;0;0;0;0;0;0
RC2G0223100;0;0;0;0;0;0
RC2G0223200;0;0;0;0;0;0
RC2G0223300;0;0;0;0;0;0
RC2G0223400;0;0;0;0;0;0
RC2G0223500;0;0;1;0;0;0
RC2G0223600;1;0;0;0;0;0
RC2G0223700;0;0;0;0;0;0
RC2G0223800;0;0;1;0;1;0
RC2G0223900;0;0;1;0;0;0
RC2G0224000;0;0;0;0;0;0
RC2G0224100;0;0;0;0;0;0
RC2G0224200;0;1;0;1;0;0
RC2G0224300;0;0;0;0;0;0
RC2G0224400;0;0;0;0;0;0
RC2G0224500;0;1;0;1;0;0
RC2G0224600;0;0;0;0;0;0
RC2G0224700;0;0;0;0;0;0
RC2G0224800;0;0;0;0;0;0
RC2G0224900;0;0;1;0;1;0
RC2G0225000;0;0;1;0;0;0
RC2G0225100;0;0;0;0;0;0
RC2G0225200;0;0;0;0;0;0
RC2G0225300;0;0;0;0;0;0
RC2G0225400;0;0;0;0;0;0
RC2G0225500;0;0;0;0;0;0
RC2G0225600;0;0;0;0;0;0
RC2G0225700;0;0;0;0;0;0
RC2G0225800;0;1;0;1;0;0
RC2G0225900;0;0;0;0;0;0
RC2G0226000;0;0;0;0;0;0
RC2G0226100;0;0;0;0;0;0
RC2G0226200;0;0;0;1;0;0
RC2G0226300;0;0;0;0;0;0
RC2G0226400;0;0;0;0;0;0
RC2G0226500;0;0;0;0;0;0
RC2G0226600;1;0;0;0;0;0
RC2G0226700;0;0;0;0;0;0
RC2G0226800;0;0;0;0;0;0
RC2G0226900;0;0;0;0;0;0
RC2G0227000;0;0;0;1;0;0
RC2G0227100;0;0;0;1;0;0
RC2G0227200;0;0;0;0;0;0
RC2G0227300;0;0;0;0;0;0
RC2G0227400;0;0;0;0;0;0
RC2G0227500;0;0;0;0;0;0
RC2G0227600;0;0;0;0;0;0
RC2G0227700;0;0;0;0;0;0
RC2G0227800;0;0;0;0;0;0
RC2G0227900;0;0;0;0;0;0
RC2G0228000;0;0;0;0;0;0
RC2G0228100;1;0;0;0;0;0
RC2G0228200;0;0;0;0;0;0
RC2G0228300;0;0;0;0;0;0
RC2G0228400;0;0;0;1;0;0
RC2G0228500;0;0;0;0;0;0
RC2G0228600;0;0;0;0;0;0
RC2G0228700;0;0;0;0;0;0
RC2G0228800;0;0;0;0;0;0
RC2G0228900;0;0;1;0;0;0
RC2G0229000;0;0;0;0;0;0
RC2G0229100;0;0;1;0;1;0
RC2G0229200;0;0;0;0;0;0
RC2G0229300;0;0;0;0;0;0
RC2G0229400;0;0;0;0;0;0
RC2G0229500;0;0;0;0;0;0
RC2G0229600;0;0;0;0;0;0
RC2G0229700;0;0;0;0;0;0
RC2G0229800;0;0;0;0;0;0
RC2G0229900;0;0;0;0;0;0
RC2G0230000;0;0;0;0;0;0
RC2G0230100;0;0;0;0;0;0
RC2G0230200;0;0;0;0;0;0
RC2G0230300;0;0;0;0;0;0
RC2G0230400;0;0;0;0;0;0
RC2G0230500;0;0;0;0;0;0
RC2G0230600;0;0;1;0;1;0
RC2G0230700;0;0;0;0;0;0
RC2G0230800;0;0;0;0;0;0
RC2G0230900;0;0;0;0;0;0
RC2G0231000;0;0;0;1;0;0
RC2G0231100;0;0;0;0;0;0
RC2G0231200;0;0;0;0;0;0
RC2G0231300;0;0;0;0;0;0
RC2G0231400;0;0;0;0;0;0
RC2G0231500;0;0;0;0;0;0
RC2G0231600;0;0;0;0;0;0
RC2G0231700;0;0;0;0;0;0
RC2G0231800;0;0;0;0;0;0
RC2G0231900;0;0;0;0;0;0
RC2G0232000;0;0;0;0;0;0
RC2G0232100;0;1;0;1;0;0
RC2G0232200;0;0;0;0;0;0
RC2G0232300;0;0;0;0;0;0
RC2G0232400;0;0;0;0;0;0
RC2G0232500;0;0;0;0;0;0
RC2G0232600;0;0;0;0;0;0
RC2G0232700;0;0;0;0;0;0
RC2G0232800;0;0;0;0;0;0
RC2G0232900;0;0;0;0;0;0
RC2G0233000;0;0;0;0;0;0
RC2G0233100;0;0;0;0;0;0
RC2G0233200;0;0;0;0;0;0
RC2G0233300;0;0;0;0;0;0
RC2G0233400;0;0;0;0;0;0
RC2G0233500;0;0;0;0;0;0
RC2G0233600;0;0;0;0;0;0
RC2G0233700;0;0;0;0;0;0
RC2G0233800;0;0;0;0;0;0
RC2G0233900;0;0;0;0;0;0
RC2G0234000;0;0;0;0;0;0
RC2G0234100;0;0;0;0;0;0
RC2G0234200;0;0;0;0;0;0
RC2G0234300;0;0;0;0;0;0
RC2G0234400;0;0;0;0;0;0
RC2G0234500;0;0;0;0;0;0
RC2G0234600;1;0;0;0;0;0
RC2G0234700;1;0;0;0;0;0
RC2G0234800;0;0;0;0;0;0
RC2G0234900;0;0;0;0;0;0
RC2G0235000;0;0;0;1;0;0
RC2G0235100;0;0;0;0;0;0
RC2G0235200;0;0;0;0;0;0
RC2G0235300;0;0;0;1;0;0
RC2G0235400;0;0;0;0;0;0
RC2G0235500;0;0;0;0;0;0
RC2G0235600;0;0;0;0;0;0
RC2G0235700;0;0;0;0;0;0
RC2G0235800;0;0;0;0;0;0
RC2G0235900;0;0;0;0;0;0
RC2G0236000;0;0;0;0;0;0
RC2G0236100;0;0;0;0;0;0
RC2G0236200;0;0;0;0;0;0
RC2G0236300;0;0;0;0;0;0
RC2G0236400;0;0;0;0;0;0
RC2G0236500;0;0;0;0;0;0
RC2G0236600;0;0;0;0;0;0
RC2G0236700;0;0;0;0;0;0
RC2G0236800;0;0;0;0;0;0
RC2G0236900;0;0;0;0;0;0
RC2G0237000;0;0;0;0;0;0
RC2G0237100;0;0;0;0;0;0
RC2G0237200;0;0;0;0;0;0
RC2G0237300;0;0;0;0;0;0
RC2G0237400;0;0;0;0;1;0
RC2G0237500;0;0;0;0;0;0
RC2G0237600;0;0;0;0;0;0
RC2G0237700;0;0;0;0;0;0
RC2G0237800;0;0;1;0;0;0
RC2G0237900;0;0;0;0;0;0
RC2G0238000;0;0;0;0;0;0
RC2G0238100;0;0;0;0;0;0
RC2G0238200;0;0;0;0;0;0
RC2G0238300;0;0;0;0;0;0
RC2G0238400;0;1;0;1;0;0
RC2G0238500;0;0;0;0;0;0
RC2G0238600;0;0;0;0;0;0
RC2G0238700;0;0;0;0;0;0
RC2G0238800;0;0;0;0;0;0
RC2G0238900;0;0;0;0;0;0
RC2G0239000;0;0;0;0;0;0
RC2G0239100;0;0;0;0;0;0
RC2G0239200;0;0;0;0;0;0
RC2G0239300;0;0;0;0;0;0
RC2G0239400;0;0;0;0;0;0
RC2G0239500;0;0;1;0;0;0
RC2G0239600;0;0;0;0;0;0
RC2G0239700;0;0;0;0;0;1
RC2G0239800;0;0;0;0;0;0
RC2G0239900;0;0;0;0;0;0
RC2G0240000;0;0;0;0;0;0
RC2G0240100;0;0;0;0;0;0
RC2G0240200;0;0;0;0;0;0
RC2G0240300;0;0;0;0;0;0
RC2G0240400;0;0;0;1;0;0
RC2G0240500;0;0;0;0;0;0
RC2G0240600;0;0;0;0;0;0
RC2G0240700;0;0;0;0;0;0
RC2G0240800;0;0;0;0;0;0
RC2G0240900;0;0;0;0;0;0
RC2G0241000;1;0;1;0;0;0
RC2G0241100;0;0;0;0;0;0
RC2G0241200;0;0;0;0;0;0
RC2G0241300;0;0;0;0;1;0
RC2G0241400;0;0;0;0;0;0
RC2G0241500;0;0;0;0;0;0
RC2G0241600;0;0;0;0;0;0
RC2G0241700;0;0;0;0;0;0
RC2G0241800;0;0;0;0;0;0
RC2G0241900;0;0;0;0;0;0
RC2G0242000;0;0;0;0;0;0
RC2G0242100;0;0;0;1;0;0
RC2G0242200;0;0;0;0;0;0
RC2G0242300;0;0;0;0;0;0
RC2G0242400;0;0;0;0;0;0
RC2G0242500;0;0;0;0;1;0
RC2G0242600;0;0;0;0;0;0
RC2G0242700;0;0;0;1;0;1
RC2G0242800;0;0;0;0;0;0
RC2G0242900;0;1;0;1;0;1
RC2G0243000;0;0;0;0;0;0
RC2G0243100;0;0;0;0;0;0
RC2G0243200;0;0;0;0;0;0
RC2G0243300;0;0;0;0;0;0
RC2G0243400;0;0;0;0;0;0
RC2G0243500;0;0;0;0;0;0
RC2G0243600;0;0;0;0;0;0
RC2G0243700;0;0;0;0;0;0
RC2G0243800;0;0;0;0;0;0
RC2G0243900;0;0;0;0;0;0
RC2G0244000;0;0;0;0;0;0
RC2G0244100;0;0;0;0;0;0
RC2G0244200;0;0;0;0;0;0
RC2G0244300;0;0;0;0;0;0
RC2G0244400;0;0;0;0;0;0
RC2G0244500;0;0;0;0;0;0
RC2G0244600;0;0;0;0;0;0
RC2G0244700;0;0;0;0;0;0
RC2G0244800;0;0;0;0;0;0
RC2G0244900;0;0;0;0;0;0
RC2G0245000;0;0;0;0;0;0
RC2G0245100;0;0;0;0;0;0
RC2G0245200;0;0;0;0;0;0
RC2G0245300;0;0;1;0;0;0
RC2G0245400;0;0;0;0;0;0
RC2G0245500;0;0;0;0;0;0
RC2G0245600;0;0;0;0;0;0
RC2G0245700;0;0;0;0;0;0
RC2G0245800;0;0;0;0;0;0
RC2G0245900;0;0;0;0;0;0
RC2G0246000;0;0;0;0;0;0
RC2G0246100;0;0;0;0;0;0
RC2G0246200;0;0;0;0;0;0
RC2G0246300;0;0;0;1;0;1
RC2G0246400;0;0;0;0;0;0
RC2G0246500;0;0;0;0;0;0
RC2G0246600;0;0;0;0;0;0
RC2G0246700;0;0;0;0;0;0
RC2G0246800;0;0;0;0;0;0
RC2G0246900;0;0;0;0;0;0
RC2G0247000;0;0;0;0;0;0
RC2G0247100;0;0;0;0;0;0
RC2G0247200;0;0;0;0;0;0
RC2G0247300;0;0;0;0;0;0
RC2G0247400;0;0;0;0;0;0
RC2G0247500;0;0;0;0;0;0
RC2G0247600;0;0;0;0;0;0
RC2G0247700;0;0;0;0;0;0
RC2G0247800;0;0;0;0;0;0
RC2G0247900;0;0;0;0;0;0
RC2G0248000;0;0;0;0;0;0
RC2G0248100;0;0;0;0;0;0
RC2G0248200;1;0;1;0;0;0
